Directory Index,Cumulative Processing Time (seconds)
738,14358.207247972488
739,14379.357887983322
740,14400.276137828827
741,14418.83948302269
742,14439.88522696495
743,14461.18315410614
744,14482.136184930801
745,14503.405353069305
746,14523.961287021637
747,14544.928724050522
748,14566.25919508934
749,14587.571608066559
750,14608.720659017563
751,14629.987195968628
752,14650.84245300293
753,14671.726641178131
754,14692.844238996506
755,14714.053126096725
756,14735.22349190712
757,14756.519720077515
758,14777.763771057129
759,14798.913995027542
760,14820.02643918991
761,14840.712884902954
762,14861.538125038147
763,14882.741801977158
764,14903.76577091217
765,14924.52103805542
766,14945.76050400734
767,14966.748100042343
768,14987.93508386612
769,15009.092432975769
770,15030.19327712059
771,15051.484745979309
772,15072.430014133453
773,15093.543479919434
774,15114.473731994629
775,15135.607486009598
776,15156.781159162521
777,15177.697673082352
778,15198.554943084717
779,15219.65026807785
780,15240.831434965134
781,15261.927747011185
782,15283.137568950653
783,15304.344073057175
784,15325.215178012848
785,15346.218647003174
786,15367.317503929138
787,15388.420619010925
788,15409.07367014885
789,15430.060240030289
790,15450.71790599823
791,15472.17594408989
792,15493.12365102768
793,15514.37252497673
794,15535.444574832916
795,15556.583388090134
796,15577.834171056747
797,15598.576642036438
798,15619.660183906555
799,15640.684716939926
800,15661.83279299736
801,15682.508554935455
802,15703.633126020432
803,15724.702932834625
804,15745.780028104782
805,15766.847137928009
806,15787.870303869247
807,15808.754623889923
808,15829.86201786995
809,15850.994760036469
810,15872.175742149353
811,15893.426615953445
812,15914.439262151718
813,15935.192263126373
814,15956.343065977097
815,15977.52151799202
816,15998.788781881332
817,16020.109235048294
818,16041.364363908768
819,16062.577039957047
820,16083.860630989075
821,16105.014025211334
822,16126.35909485817
823,16147.443438053131
824,16168.704997062683
825,16190.002462863922
826,16211.315027236938
827,16232.373929977417
828,16253.489984989166
829,16274.752637147903
830,16295.765475988388
831,16316.667740106583
832,16338.215454101562
833,16359.534301042557
834,16380.800171852112
835,16402.132499217987
836,16423.118942022324
837,16444.30476999283
838,16465.549164056778
839,16486.510540008545
840,16507.935101032257
841,16529.116166114807
842,16550.535686969757
843,16571.720990896225
844,16593.176457881927
845,16614.0641310215
846,16635.400509119034
847,16656.756243228912
848,16678.007260084152
849,16699.333554029465
850,16720.69394803047
851,16741.92123889923
852,16763.25224685669
853,16784.55793905258
854,16805.92737197876
855,16827.179862976074
856,16848.274568080902
857,16869.390218019485
858,16890.419064998627
859,16911.539070129395
860,16932.600660085678
861,16953.794439077377
862,16974.67663502693
863,16995.82697415352
864,17016.981595039368
865,17038.267995119095
866,17059.433873176575
867,17080.68941307068
868,17102.116794109344
869,17123.4764380455
870,17147.100287914276
871,17168.573438167572
872,17189.675264835358
873,17210.688348054886
874,17231.70024204254
875,17252.81047487259
876,17273.83207011223
877,17294.90271615982
878,17316.166110038757
879,17337.3485019207
880,17358.610674142838
881,17379.915818929672
882,17400.8946249485
883,17422.14194917679
884,17443.29163789749
885,17464.172128915787
886,17485.245280981064
887,17506.588232040405
888,17527.90070605278
889,17549.132595062256
890,17570.299691915512
891,17591.73661994934
892,17612.839004039764
893,17633.9842441082
894,17654.947048187256
895,17676.12649321556
896,17697.413639068604
897,17718.696315050125
898,17740.24073791504
899,17762.511204957962
900,17783.678263902664
901,17805.20069503784
902,17826.451472997665
903,17847.726893901825
904,17869.018887043
905,17890.327505111694
906,17911.49135494232
907,17932.682516098022
908,17953.79379916191
909,17975.005308151245
910,17996.23165988922
911,18017.57884311676
912,18038.783710241318
913,18060.073922872543
914,18081.319837093353
915,18102.36799311638
916,18123.407171964645
917,18144.492489099503
918,18165.51967191696
919,18186.677406787872
920,18207.665115118027
921,18228.700904130936
922,18249.66178393364
923,18270.65089917183
924,18291.77123093605
925,18313.08828997612
926,18334.238151073456
927,18355.228812932968
928,18376.282805919647
929,18397.20721411705
930,18418.173024892807
931,18439.020566940308
932,18459.95679998398
933,18480.983159065247
934,18502.08688902855
935,18522.951872825623
936,18543.86381793022
937,18564.881989002228
938,18585.861865997314
939,18607.0042989254
940,18627.951499938965
941,18648.928354024887
942,18669.857452869415
943,18690.843304157257
944,18711.66667318344
945,18732.39211988449
946,18753.323144197464
947,18774.191066026688
948,18795.166654109955
949,18816.034389972687
950,18836.9169819355
951,18858.206209897995
952,18879.30795097351
953,18901.25223493576
954,18922.65899205208
955,18943.73998618126
956,18964.68438220024
957,18985.805093050003
958,19006.89993786812
959,19027.827789068222
960,19048.977118968964
961,19071.02329683304
962,19092.121392965317
963,19112.988349199295
964,19134.04462003708
965,19155.008996009827
966,19175.89561200142
967,19196.58050608635
968,19217.570501089096
969,19238.697641849518
970,19259.58683514595
971,19280.49061703682
972,19301.46857404709
973,19322.478089094162
974,19343.40105485916
975,19364.37396287918
976,19385.76695394516
977,19406.606476068497
978,19427.56940317154
979,19448.552837133408
980,19469.451589107513
981,19490.330776929855
982,19511.390632152557
983,19532.28098297119
984,19553.245605945587
985,19574.216732025146
986,19595.24924302101
987,19616.313325881958
988,19637.281682014465
989,19658.407048225403
990,19679.290249824524
991,19700.20509314537
992,19721.234836816788
993,19742.338733911514
994,19763.40827512741
995,19784.458034038544
996,19805.69623708725
997,19826.669106006622
998,19847.621145009995
999,19868.690846204758
1000,19889.621778011322
